"state","county","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"California","Santa Cruz",6.375,6.2070534698521,6.23769871309614,6.27956989247312,6.31681280975982,6.30531473803242,6.36678700361011,6.44575936883629,6.59362389023406,6.55573185243951,6.57458563535912,6.77010592389172,6.62164361269325,6.86867469879518,6.89319292967281,6.88142102736438
"California","Shasta",5.71920199501247,5.93086554164398,5.94191096634093,5.80053475935829,5.77282157676349,5.8847229994404,6.02540033130867,6.09172482552343,6.02340637450199,6.30456349206349,6.08654303376129,6.25120076849183,6.14340898116852,6.26143476167549,6.1267029972752,6.38135086670651
"California","Solano",5.71124383277071,5.57005296100144,5.67792401291284,5.82657773217034,5.80778894472362,5.85787451984635,5.9189259645464,5.85637910085055,5.96834840552118,5.99105461393597,6.08917501192179,6.09264048906654,6.00942095588235,6.09522742549854,6.23895676691729,6.13265594129269
"California","Sonoma",6.08663575042159,6.09349677955537,6.18420516995726,6.17914161310388,6.26410415375078,6.21972717733473,6.35413005272408,6.35156912637829,6.39686573485811,6.48760153911928,6.38335718666939,6.55183052241876,6.67211352397334,6.7256240665671,6.78002502085071,6.76409079316501
"California","Stanislaus",5.01623787431464,4.99028929799717,5.11159169550173,5.05749695245835,5.08667344862665,4.98647633358377,5.06500101564087,5.05082592121982,5.14285714285714,5.23982188295165,5.20557418273261,5.1508531002913,5.28747607909845,5.4006600660066,5.34425531914894,5.39517876489708
"California","Tulare",4.32312150693438,4.48662529424353,4.42345966546686,4.50802250468848,4.43636363636364,4.42502975009917,4.39578499613302,4.400372054568,4.46179851250845,4.40496594155131,4.64527709221449,4.76589861751152,4.78314072059823,4.97893462469734,5.01954845814978,5.09807754969045
"California","Ventura",5.62566360222711,5.74184236947791,5.76673040152964,5.72324296543749,5.80255255255255,5.89680651221039,5.81961574952562,5.854941615505,5.89311529802109,6.03358024691358,6.0510576221736,6.11299569995222,6.1746405844921,6.25581663211242,6.38141923436041,6.38314522197141
"California","Yolo",6.10540992749582,6.19601328903654,6.21146565711195,6.15376458112407,6.27088877062267,6.18566271273852,6.26848453067645,6.31207169214549,6.34800621439669,6.45747357825868,6.64855256475368,6.59951100244499,6.57050323866467,6.77227722772277,6.70154133582438,6.95773772529521
"Colorado","El Paso",6.05483813904122,6.06181754138781,5.9084304781213,6.05670886075949,6.20778784827123,6.0683509257657,6.11118760757315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado","Larimer",NA,NA,NA,NA,NA,NA,NA,6.81173594132029,6.82306163021869,6.68817934782609,6.93605220228385,6.99287795403043,7.09964297306069,6.94944150499706,7.18812785388128,7.16038406827881
"Colorado","Weld",5.42948992713245,5.37353629976581,5.503337259521,5.52777777777778,5.50153441473038,5.54801324503311,5.6833102172908,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connecticut","Fairfield",6.16352055587724,6.31706758304696,6.30695553021665,6.34632034632035,6.38185255198488,6.43002294329728,6.49688640755851,6.51025586804821,6.52058516196447,6.60476340363026,6.63474008716913,6.74361410175216,6.65678545148744,6.72291278226642,6.92754994742376,6.86254121227492
"Connecticut","Hartford",6.03311103311103,5.99181818181818,6.0894133666175,6.14100992085609,6.15845704003599,6.23200883002207,6.15538314379849,6.28582350371341,6.31773795471617,6.3816644993498,6.46197366989446,6.51250553342187,6.52423539803467,6.53226690040539,6.74309954751131,6.6762619372442
"Connecticut","Litchfield",6.26835781041389,6.14697034808767,6.28546861564918,6.32778776978417,6.37624660018132,6.33788546255507,6.41915641476274,6.5,6.58145814581458,6.48146513680494,6.68235294117647,6.74181981174361,6.72553482020938,6.62299465240642,6.86876404494382,6.84035608308605
"Connecticut","Middlesex",6.16504854368932,6.22754854368932,6.43372744243933,6.5203955500618,6.49569495694957,6.31616766467066,6.6527866752082,6.58677184466019,6.63333333333333,6.71675943104515,6.77805178791615,6.87973137973138,6.95843520782396,7.0297213622291,7.08643533123028,7.01590744757773
"Connecticut","New Haven",6.04625724828677,6.00174476570289,6.02555831265509,6.17373919772991,6.13051678611845,6.14590880699563,6.23654476977281,6.1920098340504,6.37185034359888,6.47196080959134,6.4873730799271,6.57648283038502,6.56429495472186,6.55263493683808,6.6310294700674,6.64839743589744
"Connecticut","New London",6.10055865921788,6.11707841031149,6.17243841485184,6.27533599709408,6.1078697421981,6.29186088203657,6.33211799801127,6.43042609853529,6.44883949002942,6.58743455497382,6.47031662269129,6.62189226519337,6.58687767886581,6.63354451483828,6.67533783783784,6.69218038891187
"Connecticut","Tolland",6.18201284796574,6.20278330019881,6.4490861618799,6.3899931459904,6.42239010989011,6.50785340314136,6.46017699115044,6.56198867212083,6.71666666666667,6.64285714285714,6.77394136807818,6.78940308517773,6.74760383386581,6.84272608125819,6.68492307692308,6.6969696969697
"Connecticut","Windham",5.69565217391304,5.78369652945924,5.67959658650116,5.7983606557377,5.67779632721202,5.86601059803179,6.06740681998414,5.96062346185398,5.87358184764992,6.09328063241107,6.17267393126572,6.28678304239402,6.18604651162791,6.30661478599222,6.37598736176935,6.17045454545455
"Delaware","Kent",5.37338403041825,5.4176217765043,5.60863411181882,5.58237288135593,5.42759094028826,5.55126404494382,5.55754475703325,5.70588235294118,5.72279129321383,5.879409878127,5.74555837563452,5.88991430454845,5.842,5.96569579288026,5.8830923947203,5.93806541405706
"Delaware","New Castle",5.87508320390504,6.05389358300982,6.03518147405923,6.09182530795073,6.10363716038563,6.10193765796125,6.11305701498346,6.24507213980898,6.37658031088083,6.34819967266776,6.39908073541167,6.54961522883759,6.49214659685864,6.53311793214863,6.67637407711239,6.68260131036156
"Delaware","Sussex",5.80814779725249,5.87307692307692,5.94606650446067,5.97806451612903,6.07154742096506,6.05740432612313,6.09690091663029,6.07784679089027,6.15546218487395,6.07245812232178,6.30775543701272,6.54880066170389,6.6237383932176,6.50761614623001,6.7294201861131,6.82167976830782
"District of Columbia","District of Columbia",6.65779834200887,6.8294782140936,6.99799123447772,7.02965105767492,7.04408602150538,7.09294762067785,7.09054615138933,7.12359194034587,7.27145465611686,7.29492097590916,7.36081694402421,7.43063496840205,7.4976389946687,7.6584211329974,7.75868812998345,7.72113045105746
"Florida","Alachua",6.61896243291592,6.51303616484441,6.60016319869441,6.71725239616613,6.67842493847416,6.65161805833,6.64751098096632,6.71815608572584,6.76412590064467,6.77183532127741,6.78687315634218,6.7306025994486,6.95007680491551,6.97572078907436,7.07485604606526,7.0788013318535
"Florida","Bay",5.75313807531381,5.6180931744312,5.94838709677419,5.79253365973072,5.74086956521739,5.82932840418977,5.89473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","Brevard/St Lucie",6.18937430581266,6.1249348392702,6.24791418355185,6.20461823697961,6.26279461279461,6.15186003057585,6.37762749040395,6.35576923076923,6.44219377030384,6.46471698113208,6.50180436847103,6.52698237885463,6.67454511348715,6.70573294629898,6.84636363636364,6.76710846632405
"Florida","Broward",5.93936934848134,5.97670588235294,6.0298833819242,6.09961237925306,6.11298482293423,6.03828375014816,6.07997193967029,6.15404333231614,6.21479885057471,6.19689212792869,6.30985074626866,6.26643701371978,6.39926849742175,6.49261474609375,6.54512026041353,6.55979597413243
"Florida","Charlotte",6.02676864244742,6.17758846657929,6.15418781725888,6.20394331484905,6.31958163858222,6.25588412794206,6.19402985074627,6.42662721893491,6.35178571428571,6.57584770969661,6.58948004836759,6.71156069364162,6.57207207207207,6.52391187533584,6.72954303931987,6.82329635499208
"Florida","Citrus",NA,NA,NA,NA,NA,NA,NA,5.88327814569536,5.9417701863354,6.06381322957198,6.04160125588697,6.25979216626699,6.24129930394432,6.25995316159251,6.45059565522074,6.59250851305335
"Florida","Clay",5.64911308203991,5.67242229896399,5.62936344969199,5.72731958762887,5.77799900447984,5.85670419651996,5.77009966777409,5.89684074790458,5.7863031071655,5.80980861244019,6.03200522534291,6.00561097256858,5.92955326460481,5.96585648148148,6.02884615384615,6.12221144519884
"Florida","Collier",6.27832351015062,6.31324110671937,6.40692085869914,6.36840432294978,6.39094121426277,6.27145187601958,6.34698354661792,6.34315312398835,6.57236411263916,6.43527607361963,6.68708509354255,6.67803710353082,6.88441330998249,6.90989077669903,7.05894549763033,7.07809694793537
"Florida","Duval",NA,NA,NA,NA,NA,NA,NA,5.97650921949987,6.02990608007909,6.07353123835548,6.129703569268,6.16298342541436,6.17258588672238,6.18510132457829,6.29722921914358,6.30897887323944
"Florida","Escambia",5.84057971014493,5.79901356350185,5.80037723986168,5.96736292428198,5.88577791918549,5.97237569060773,5.89891369945685,6.02919020715631,6.23952702702703,6.31784446595676,6.45383867832847,6.46871992300289,6.38162762022195,6.50200803212851,6.22838264866418,6.61888263317453
"Florida","Hernando/Benton",5.82334384858044,5.62745098039216,5.83162958508719,5.62295081967213,5.76503972758229,5.67733188720174,5.86889460154242,5.81939978563773,5.8031968031968,5.88654618473896,6.12212943632568,6.10485056344929,6.15271659324523,6.00912145943351,6.09885583524027,6.25931677018634
"Florida","Hillsborough",5.76594667566655,5.86772270760186,5.94580603413411,5.96675531914894,5.92496556194798,5.92672483438358,5.90755543198721,5.9770544681475,6.10027855153203,6.06549520766773,6.13843134506203,6.21318545902649,6.25529299276055,6.30952065677966,6.44530158941278,6.522722556547
"Florida","Indian River",NA,NA,NA,NA,NA,NA,NA,6.50551181102362,6.4,6.53918228279387,6.58124494745352,6.97612958226769,6.88461538461539,7.01270849880858,7.0381414701803,7.15333333333333
"Florida","Lake",5.7741935483871,5.76960154241645,5.90461346633416,5.94158075601375,5.78426551936079,5.93648208469055,5.90084481991996,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","Lee",6.11549485752824,5.98718962517792,6.14802011313639,6.29384816753927,6.19009963624862,6.16146697643545,6.13702479338843,6.16526610644258,6.21476510067114,6.3225295303947,6.32200533632917,6.5717347813661,6.49443112928239,6.61247362869198,6.70694904037062,6.68796613585971
"Florida","Leon",NA,NA,NA,NA,NA,NA,NA,6.74388586956522,6.77863621095062,6.80853174603175,6.79268292682927,6.94514210178453,6.93667546174142,6.91589426707861,6.93106674984404,6.90855052583448
"Florida","Manatee",6.03541416566627,5.93350311262026,6.1495382782246,6.14383766039988,6.17866993564205,6.10549589387239,6.06089193825043,6.27414690572585,6.30914368650218,6.20543887991384,6.38124823496188,6.4491384102279,6.60596117035822,6.54855428259684,6.76052411485921,6.75184501845018
"Florida","Marion",5.79503500954806,5.78649635036496,5.8043602983362,5.94444444444444,5.88927435675051,5.81358560794045,5.69655857048312,5.81346222699606,5.76953125,6.03575337468077,5.98149546827795,6.01386001386001,6.03245232519237,5.98884004058167,6.17547357926221,6.30322906155399
"Florida","Martin",6.44090305444887,6.44386761842959,6.48171905067351,6.52395964691047,6.33622828784119,6.52501583280557,6.62825278810409,6.47029702970297,6.60762942779292,6.81836195508586,6.47477360931436,6.77822311289245,6.74511126095752,6.763125,7.00699300699301,7.06645230439443
"Florida","Okaloosa",6.07207207207207,6.06079170593779,6.02294264339152,6.08010075566751,5.90657960823707,6.16057233704293,6.17312290769966,6.22562411681583,6.29796305068688,6.25526932084309,6.38250840941855,6.31328088847756,6.38915401301518,6.35224792666958,6.4910284463895,6.51300070274069
"Florida","Orange/Mesquito",5.84299424184261,5.91486810551559,5.97970687711387,6.00306719955386,6.02408973887459,6.14089442139235,6.03251962391098,6.15561249630433,6.1982620854974,6.23735555976511,6.26578699340245,6.26092089728453,6.37070572569907,6.44444444444444,6.49823065057617,6.56179304566401
"Florida","Osceola",5.38426557526148,5.39593249675465,5.37327188940092,5.39615384615385,5.45650301464255,5.45646661031276,5.29226932668329,5.55527763881941,5.49828178694158,5.74213836477987,5.83101851851852,5.79694519317161,5.82282944028206,6.01035375323555,6.22222222222222,6.20631424375918
"Florida","Palm Beach",6.18851851851852,6.20661928350923,6.27395878368641,6.25903787987902,6.28978296921191,6.25709539972557,6.25608549376608,6.41745379876797,6.41972894612636,6.47770872737098,6.53257382308649,6.61606479919001,6.68907166453179,6.75509106794811,6.83347285723485,6.83617816382184
"Florida","Pasco",5.72229699416779,5.76248941574937,5.86731873272379,5.8657161098106,5.84216101694915,5.86972938955318,5.81612749762131,5.93889875666075,6.0108024691358,5.97936933914794,6.08390410958904,6.06184210526316,6.04982370075119,6.20820883786759,6.21246372384298,6.19956720365473
"Florida","Pinellas",6.20793055829552,6.24197901049475,6.39489255683588,6.3578320673373,6.29549882087563,6.34365566267407,6.40543682375034,6.47314429497726,6.55581691659316,6.59697732997481,6.66560999039385,6.65700528700906,6.71260663507109,6.8121546961326,6.92061026859127,6.96540131671102
"Florida","Polk",5.41063759497853,5.39511232544019,5.5071104387292,5.49351041352249,5.55530903328051,5.45061632079888,5.48624829053335,5.66458240285842,5.64200732153752,5.71197986080261,5.7661476355248,5.72543935465284,5.77136900625434,5.87317276903801,5.99113260781943,5.91198461867122
"Florida","Santa Rosa",5.81020848310568,5.74016853932584,5.84899749373434,5.7819216182048,5.80323624595469,6.02204928664073,5.87806451612903,5.98351648351648,6.04081632653061,6.18653576437588,6.1129679144385,5.95881161377448,6.06702057067021,6.31782945736434,6.16345592527729,5.97931654676259
"Florida","Sarasota",6.45522388059702,6.3702747123738,6.61839943675194,6.55492470994816,6.51910058027079,6.57411878319652,6.65268793218827,6.80477987421384,6.81456456456456,6.94820525174657,6.98728917135175,7.03807985229633,6.99697110904007,7.15044449509916,7.20467185761958,7.31971640783255
"Florida","Seminole",6.13695450324977,6.09806629834254,6.21518686027136,6.24582560296846,6.32181686397681,6.39170064763732,6.39309878213802,6.4647044150661,6.60373928849649,6.68335035750766,6.61586538461538,6.61754547547778,6.67379563620652,6.66810717372515,6.67728589160116,6.77717019822283
"Florida","St Johns",6.20968694624926,6.2774230992455,6.27840327533265,6.38528806584362,6.42536534446764,6.47407019381875,6.46377840909091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","St Lucie",5.63690224291155,5.71706936866719,5.53497942386831,5.61627014581734,5.74690199023658,5.65544629349471,5.73706896551724,5.90480815930063,5.97834843907351,5.89632936507936,5.94377510040161,6.06474456246839,6.0456900612341,6.1811320754717,6.12138728323699,6.08175182481752
"Florida","Volusia",5.91544271926143,5.94741116751269,6.01687590039103,6.09519077901431,6.05448118111874,6.0660931598825,6.07911536707706,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","Bartow/Cass",NA,NA,NA,NA,NA,NA,NA,5.24646226415094,5.62421972534332,5.58031674208145,5.46441073512252,5.51181102362205,5.73424369747899,5.43029637760702,5.50890052356021,5.81420765027322
"Georgia","Bibb",5.49609652235628,5.40481099656357,5.46281540504648,5.6183879093199,5.69927536231884,5.74258760107817,5.41110487941671,5.60679332181923,5.65054413542926,5.66230677764566,6.02117061021171,5.83384805435454,5.9640243902439,5.77121771217712,5.91051314142678,6.215953307393
"Georgia","Carroll",NA,NA,NA,NA,NA,NA,NA,5.46211312700107,5.34741288278775,5.51435132032147,5.35087719298246,5.56146179401993,5.73298969072165,5.59073724007561,5.67952249770432,5.98122866894198
"Georgia","Chatham",5.93205502292622,5.9219801980198,6.0040733197556,6.09416118421053,6.11521477318346,6.10698425514736,6.01218708827404,6.18891517404529,6.18288590604027,6.22433968572384,6.23745704467354,6.28359240069085,6.37114845938375,6.56720619282196,6.57664233576642,6.66532460996477
"Georgia","Cherokee",5.69994660971703,5.92433234421365,5.62702939885915,5.90048224462955,5.81473113420696,5.84170742552245,5.85614702154626,5.86556753329106,5.88729763387298,5.90837854128993,6.29493891797557,6.03544882790166,6.29807692307692,6.2601585728444,6.34919864011656,6.40292758089368
