"","Year","GeoFIPS","american_indian_alaska_native","asian","black","female","hawaiian_other","hisp","male","med_income","not_cit","other_race","two_more","white","percent_manuf","County.Name","Deaths","Population","Crude.Rate","unemployment_rate"
"21",2010,8001,0.0132337198426918,0.0349683918731618,0.0314729049051756,0.498450582017737,0.00127784726682668,NA,0.501549417982263,52711,0.836967422782642,0.117401935927341,0.0295144405755947,0.772130759609209,0.0595547649734554,"Adams County, CO",69,441603,"15.6",10.5
"22",2011,8001,0.00956045392220059,0.0405056673821501,0.0323628896671341,0.496036044417568,0,NA,0.503963955582432,52325,0.843727779586792,0.0650425413618109,0.0391300784373664,0.813398369229338,0.0596553793166571,"Adams County, CO",93,451443,"20.6",10.3
"23",2012,8001,0.00770238338722101,0.036867001161885,0.0321498352908411,0.49747605516125,0.000883380693562635,NA,0.50252394483875,55863,0.830991431642435,0.0589341119848215,0.0366167824925261,0.826846504989143,0.0586586419642109,"Adams County, CO",98,459598,"21.3",9.5
"24",2013,8001,0.00983816894113936,0.0371595484161102,0.0308060861948068,0.495446436754172,0.000895154019774379,NA,0.504553563245828,54878,0.844573555018937,0.0539436862868798,0.0332698910682811,0.834087465073008,0.0575323364956189,"Adams County, CO",85,469193,"18.1",8
"25",2014,8001,0.0162007663536626,0.0400754704421303,0.0314508714048569,0.496991999467463,0.000376520121984199,NA,0.503008000532537,59659,0.834759671990647,0.0440965389271881,0.0293103233080517,0.838489509442126,0.0581433652287429,"Adams County, CO",97,480718,"20.2",5.7
"26",2015,8001,0.0125087261899674,0.0368687886318352,0.0320940617132437,0.496921664763696,0.00108479516095877,NA,0.503078335236304,63493,0.839100250947924,0.0516224098734677,0.0332521263409839,0.832569092089543,0.0596397416337967,"Adams County, CO",89,491337,"18.1",4.2
"27",2016,8001,0.0154098762111416,0.0397099884180037,0.0318454716803128,0.496411989875288,0.00085309331636514,NA,0.503588010124712,66033,0.832878015684873,0.064975601531152,0.0383329954414708,0.808872973401554,0.0544548722548478,"Adams County, CO",96,498187,"19.3",3.4
"28",2017,8001,0.00783040223226086,0.0449512786013391,0.035552808510892,0.495833391299509,0,NA,0.504166608700491,66517,0.841482052678335,0.0428505843984204,0.032194082680303,0.836620843576785,0.0505283227085359,"Adams County, CO",112,503167,"22.3",2.8
"29",2018,8001,0.0103874436378129,0.0360581243601866,0.032828776168856,0.495272218618863,0.000707213578500707,NA,0.504727781381137,70743,0.818800940867567,0.0471996686645776,0.0583627028843374,0.814456070705729,0.0492412585972497,"Adams County, CO",108,511868,"21.1",3.2
"30",2019,8001,0.00943912210752946,0.0398283022915576,0.0361948973853013,0.490443951830328,0.00133740223145176,NA,0.509556048169672,75804,0.825583035864412,0.0640696840677128,0.054951383882757,0.79417920803369,0.0508954375946985,"Adams County, CO",91,517421,"17.6",2.8
"31",2005,17001,0.00376518911518056,0.00585004589796649,0.0116689745305183,0.518740373096012,0,NA,0.481259626903988,40763,0.987662004263065,0.00308060927605682,0.0243803774524295,0.951254803727848,NA,NA,NA,NA,NA,NA
