"","Year","GeoFIPS","american_indian_alaska_native","asian","black","female","hawaiian_other","hisp","male","med_income","not_cit","other_race","two_more","white","percent_manuf","County.Name","Deaths","Population","Crude.Rate","unemployment_rate"
"3057",2019,48121,0.00456939586815704,0.095598885040357,0.100435411352706,0.510249580988428,0.000873527823833671,0.196014008004896,0.489750419011572,90523,0.823087509453825,0.0200979027442299,0.0389266540953802,0.739498223075336,0.0316763580923135,"Denton County, TX",71,887207,"8.0",3
"3058",2005,8031,0.0121552170037308,0.0291728876481572,0.10031768275012,0.493426241475574,0.000198093169820872,0.351266879188845,0.506573758524426,42370,0.799825017699992,0.112737023980279,0.0261134486920348,0.719305646755858,0.0519647315071809,"Denver County, CO",143,551691,"25.9",5.7
"3059",2006,8031,0.00957715874096519,0.0308127004060151,0.0991385848381054,0.491086010998741,0.00115172829794664,NA,0.508913989001259,40900,0.816115024674853,0.149572996292599,0.0276608803931044,0.682085951031264,0.0492582356017031,"Denver County, CO",148,556895,"26.6",4.7
"3060",2007,8031,0.0104002896240157,0.0337554750666696,0.098450069601546,0.492029390718774,0.00098750911448817,0.343727957385837,0.507970609281226,44444,0.803271527613712,0.070634946264887,0.021879870621009,0.763891839707385,0.0503695235376357,"Denver County, CO",149,564395,"26.4",4.1
"3061",2008,8031,0.0116400843818429,0.0333167976990414,0.0939541378336983,0.490587215449293,0.00119089972223475,0.342885585102563,0.509412784550707,45831,0.8061422365197,0.0536556278780773,0.0288120900540665,0.777430362431039,0.0469260882108614,"Denver County, CO",177,575721,"30.7",5.4
"3062",2009,8031,0.0121668892183929,0.029714341888604,0.0994306498783475,0.493879690994438,0.0010715251210381,0.339034480498734,0.506120309005562,46410,0.831416657791905,0.0718315051323432,0.0305843416428413,0.755200747118433,0.0475592287925333,"Denver County, CO",173,589011,"29.4",8.8
"3063",2010,8031,0.0117882775713336,0.0318771570479837,0.10085305767239,0.499492070004997,0.000531092926371659,NA,0.500507929995003,45074,0.822403187219356,0.125357784564884,0.0312798843177028,0.698312745899334,0.0402748234028803,"Denver County, CO",132,600158,"22.0",9.5
"3064",2011,8031,0.0134910188912976,0.0371728863425209,0.0964582042944152,0.499366096314649,0.00123393465469186,0.317948668318365,0.500633903685352,47371,0.824599011561887,0.0981405491896356,0.0354227960152782,0.718080610612161,0.0353179060655567,"Denver County, CO",166,619968,"26.8",8.9
"3065",2012,8031,0.00936674733746935,0.0341954861138483,0.101796567680701,0.499841548879412,0.000731555422418074,NA,0.500158451120588,50488,0.83269768945157,0.0626883085145799,0.0348419036207264,0.756379431310257,0.0357381685530851,"Denver County, CO",128,634265,"20.2",7.9
"3066",2013,8031,0.00802777542552291,0.0324790799005381,0.0987120763054373,0.500153195944542,0.00138107298747488,0.309170971293082,0.499846804055458,51089,0.835328986366331,0.0477925157237546,0.0353951916488964,0.776212288008376,0.0343866054229898,"Denver County, CO",122,649495,"18.8",6.5
"3067",2014,8031,0.0110354260373391,0.0373330601841949,0.0945332011773531,0.499621909372731,0.000262102665915507,0.307857657163688,0.500378090627269,54941,0.818112800551922,0.0387460044406819,0.034195359879011,0.783894845615504,0.0350821659640564,"Denver County, CO",137,663862,"20.6",4.8
"3068",2015,8031,0.0101048282530822,0.0341765011830722,0.0947805639188625,0.500198521709191,0.000694459705953454,0.30451765085086,0.499801478290809,58003,0.817721908445597,0.0536682563054451,0.0353031668241654,0.771272223809419,0.0339829200593067,"Denver County, CO",119,682545,"17.4",3.6
"3069",2016,8031,0.0078809915447436,0.0371122269356189,0.0984936369145528,0.498600409776931,0.00059157937263729,0.302053213286007,0.501399590223069,61105,0.838859550399677,0.0682798026144922,0.0340504429630912,0.753591319654864,0.0338874221293062,"Denver County, CO",130,693060,"18.8",3
"3070",2017,8031,0.010533322168939,0.0385043874650344,0.091156806283094,0.499213052123056,0.00165337110304689,0.29919772473429,0.500786947876944,65224,0.834573479927507,0.0696800123754472,0.0343886997407117,0.754083400863727,0.0310281112004139,"Denver County, CO",156,704621,"22.1",2.6
"3071",2018,8031,0.00933157662611725,0.0374421486911229,0.0896018378432697,0.49917654349246,0.0016929707519414,0.296670444331549,0.50082345650754,68377,0.840200588422481,0.0607124713185911,0.0412398184487754,0.759979176320182,0.0298264679122191,"Denver County, CO",161,716492,"22.5",2.9
"3072",2019,8031,0.00632003641309056,0.036484596630139,0.0864302107641386,0.498589817810787,0.000694433940080664,0.292876482891485,0.501410182189213,75646,0.84956360671112,0.0527384761781656,0.0453898524637279,0.771942393610658,0.0306065016281052,"Denver County, CO",178,727211,"24.5",2.6
"3073",2005,41017,0.00495144869114804,0.00964604989975813,0.00771255912843088,0.499575488188583,0,NA,0.500424511811417,49163,0.934211371208824,0.0223457309808007,0.0166308744943315,0.938713336805531,0.0613320654648127,"Deschutes County, OR",12,140567,"Unreliable",5.7
"3074",2006,41017,0.0101515354700282,0.00938044790130079,0.000603459836395333,0.506410084484377,0.00142818827946896,NA,0.493589915515623,50637,0.941035268874883,0.0116266595145501,0.0198806490545796,0.946929059943677,0.0598387376370988,"Deschutes County, OR",16,148149,"Unreliable",4.7
"3075",2007,41017,0.00923208767237126,0.0202171033838003,0.000675201911340795,0.504207027293739,0.000616770976705534,NA,0.495792972706261,55957,0.9378035162438,0.00884254810813618,0.0166982626535435,0.943718025294102,0.0538569498365083,"Deschutes County, OR",19,152633,"Unreliable",5
"3076",2008,41017,0.00316176099358813,0.0121484828595951,0.00413995052254254,0.502511738274347,0.0016597667491291,NA,0.497488261725653,51487,0.948174887665977,0.00970616448730247,0.0240382188115313,0.945145655576311,0.0472840200233514,"Deschutes County, OR",16,156820,"Unreliable",7.8
"3077",2009,41017,0.0103511968177319,0.0120028494159328,0.00364372214412245,0.506055008857145,0.00178403696675892,NA,0.493944991142855,52233,0.956659879341104,0.0155141871914971,0.0236841939367959,0.933019813527161,0.0409261069648776,"Deschutes County, OR",17,157345,"Unreliable",14.3
"3078",2010,41017,0.00717570015326738,0.0114380533775824,0.00423068640986991,0.506643697670589,0.000589002748679494,NA,0.493356302329411,44680,0.946058748274159,0.0296971385866467,0.020064093632437,0.926805325091517,0.0366232834139883,"Deschutes County, OR",25,157733,"15.8",13.9
"3079",2011,41017,0.00439696141900236,0.0163779016826953,0.00346143771283164,0.507322032206963,0.00331799074455213,NA,0.492677967793037,46984,0.940874901770011,0.0344147987376667,0.0272362134989834,0.910794696204268,0.0353150824396731,"Deschutes County, OR",20,160338,"12.5",12.4
"3080",2012,41017,0.00456626632239935,0.00855943849097531,0.000468335007425575,0.504877462610228,0.00313661208920549,NA,0.495122537389772,47576,0.939313642722012,0.014327353845585,0.031778995174917,0.937162999069492,0.0350988399171091,"Deschutes County, OR",13,162277,"Unreliable",11.2
"3081",2013,41017,0.00692360533641853,0.0141364474492932,0.0027477493763332,0.496486978319293,0.00353712474541138,NA,0.503513021680707,46791,0.946846716560011,0.0146365860419152,0.019396941321089,0.938621545729539,0.0365901516429768,"Deschutes County, OR",17,165954,"Unreliable",9.4
"3082",2014,41017,0.00535835856985234,0.0126652111651055,0.00385003638753903,0.506455853698617,0,NA,0.493544146301383,52006,0.949444796581919,0.0168673850271146,0.0254360635725521,0.935822945277836,0.0354955872985019,"Deschutes County, OR",23,170388,"13.5",7.6
"3083",2015,41017,0.00569984252687313,0.0102985142752813,0.00643585822854143,0.505682725882648,0.000627610288244289,NA,0.494317274117352,57373,0.939504073761325,0.0092087545929662,0.0324588629983796,0.935270557089714,0.0366355346133334,"Deschutes County, OR",19,175268,"Unreliable",5.7
"3084",2016,41017,0.00444549851908641,0.00954182684617803,0.00600638695692941,0.503670569807012,0.000479849095732652,NA,0.496329430192988,61870,0.953471184234475,0.0197565455277513,0.0333743319342331,0.926395561120089,0.0357871669480966,"Deschutes County, OR",33,181307,"18.2",4.8
"3085",2017,41017,0.00376722408026756,0.0147210702341137,0.00576321070234114,0.511079598662207,0.00156254180602007,NA,0.488920401337793,66273,0.931248160535117,0.00477859531772575,0.0247170568561873,0.944690301003345,0.035129701171203,"Deschutes County, OR",24,186875,"12.8",4.2
"3086",2018,41017,0.00525010937727869,0.0138961228358924,0.00391674826558887,0.502114627388071,0.000531261067938915,NA,0.497885372611929,67577,0.928540177920373,0.00935436154919894,0.0299589574782808,0.937092439425821,0.0360343651753439,"Deschutes County, OR",17,191996,"Unreliable",4.1
"3087",2019,41017,0.0141179208061024,0.0139712279707828,0.00685409627096696,0.502650587783016,0.00175525565020335,NA,0.497349412216984,71643,0.938252433077717,0.0159895190498351,0.0259191064888817,0.921392873763228,0.0358521926565049,"Deschutes County, OR",17,197692,"Unreliable",3.9
"3088",2005,28033,0.00490638269785043,0.00942406841066937,0.166758340483891,0.501404442879878,0.000865400834598432,NA,0.498595557120122,50454,0.967694146810118,0.00463502819886618,0.0120349387252206,0.801375840648904,0.0731096777546548,"DeSoto County, MS",11,136915,"Unreliable",4.2
"3089",2006,28033,0.00167926692742526,0.0114853565159703,0.191975453678493,0.502225201442926,0,NA,0.497774798557074,53139,0.960416292344478,0.0114024297541222,0.00731137616961287,0.776146116954376,0.068868253308754,"DeSoto County, MS",13,145220,"Unreliable",3.9
"3090",2007,28033,0,0.0124102200236959,0.215003380345799,0.507594063978901,0,NA,0.492405936021099,58447,0.960212325878723,0.00157972595770886,0.00828017376985535,0.762726499902941,0.0617475568004277,"DeSoto County, MS",11,150688,"Unreliable",3.9
"3091",2008,28033,0.0037092563393388,0.0105591025409052,0.211434073461369,0.504368392483263,0,NA,0.495631607516737,60076,0.957395249050068,0.00539586941349807,0.017990539457699,0.75091115878719,0.0554305686910839,"DeSoto County, MS",18,156214,"Unreliable",4.7
"3092",2009,28033,0.00367315822302308,0.00467492864748392,0.179304305092648,0.502510726504073,0.00215475147902898,NA,0.497489273495927,54706,0.966878571563581,0.0172884153756009,0.0592556656732968,0.733648775508918,0.0473205754210023,"DeSoto County, MS",15,159706,"Unreliable",7
"3093",2010,28033,0.00425358277793578,0.0139230645580107,0.199479430712351,0.514522770269435,0.000210206125653803,NA,0.485477229730565,60385,0.96217526244853,0.0105597665475499,0.0377690947535024,0.733804854524996,0.0410558254502344,"DeSoto County, MS",17,161252,"Unreliable",7.2
"3094",2011,28033,0.00700992971783509,0.0107038578995812,0.219788726813895,0.513096377390234,0,NA,0.486903622609766,53802,0.959330216454439,0.0105453725320476,0.0315446837302579,0.720407429306383,0.0412672159579047,"DeSoto County, MS",16,164053,"Unreliable",7
"3095",2012,28033,0.00123320139081054,0.0123921700735108,0.229327333758437,0.51438935476497,0.00039703069167559,NA,0.48561064523503,54102,0.962979895809521,0.0087226439837819,0.0224382496962114,0.725489370405573,0.0421226102592423,"DeSoto County, MS",17,166234,"Unreliable",6.3
"3096",2013,28033,0.000410128388017118,0.0144971469329529,0.24421659533999,0.516387303851641,0,NA,0.483612696148359,58959,0.956140038040894,0.00634213029006182,0.0134747979077508,0.721059201141227,0.0409314451561415,"DeSoto County, MS",15,168240,"Unreliable",5.9
"3097",2014,28033,0.00172017342156536,0.00815034549741681,0.246774674834565,0.512763803806615,0.000122869530111811,NA,0.487236196193385,58073,0.961916296595344,0.0102040219292857,0.0240765769719097,0.708951337815146,0.0403777815262509,"DeSoto County, MS",22,170913,"12.9",5.4
"3098",2015,28033,0.00103275387571182,0.015889408791678,0.256613375028127,0.52006369610496,0.000219243839536588,NA,0.47993630389504,60394,0.953191440258939,0.0123988160832665,0.0205223772955695,0.693324025086111,0.037283454836002,"DeSoto County, MS",32,173323,"18.5",4.9
"3099",2016,28033,0.00236887210937811,0.0151641981424854,0.263109941860134,0.514694409803486,0,NA,0.485305590196514,64505,0.959529869996754,0.0199361087858961,0.0163315509848472,0.683089328117259,0.0380265589878015,"DeSoto County, MS",38,175611,"21.6",4.3
"3100",2017,28033,0.000676919289962014,0.0135943295422124,0.265525787268323,0.516069840168726,0,NA,0.483930159831274,66440,0.954713540064112,0.0322235959519108,0.0316753472707845,0.656304020676807,0.0384023703065177,"DeSoto County, MS",37,178751,"20.7",3.9
"3101",2018,28033,0.00162087021499882,0.0107362047461278,0.282641304168658,0.516793863769979,0.000335162993609925,NA,0.483206136230021,68385,0.954450799720881,0.0207910945544255,0.0273734759699123,0.656501887352267,0.0391816468675037,"DeSoto County, MS",32,182001,"17.6",3.9
"3102",2019,28033,0.00148692854632458,0.0171672659439293,0.302727838005894,0.516932060882965,0,NA,0.483067939117035,66078,0.95708994565952,0.0133228797750683,0.0178593635945822,0.647435724134202,0.0392071751010644,"DeSoto County, MS",36,184945,"19.5",4.5
"3103",2005,11001,0.00269064563847507,0.0302183189094538,0.56772428841547,0.529117600239169,0.000469795270209932,0.0891077384210996,0.470882399760832,47221,0.857908285091959,0.059972666457006,0.0150897464270323,0.323834538882353,0.000727977805535216,"District of Columbia, DC",94,567136,"16.6",7
"3104",2006,11001,0.00327240211167094,0.0340945437036782,0.553892318539026,0.531229687204443,0.000349079153268103,0.0821539731398208,0.468770312795557,51847,0.860476673602394,0.048367238147645,0.0154248276099255,0.344599590734786,0.000331775033165728,"District of Columbia, DC",129,570681,"22.6",6.3
"3105",2007,11001,0.00199220795115351,0.0307092396292997,0.546745493734404,0.529016202838046,0,0.0833191680322017,0.470983797161954,54317,0.862739931870568,0.0469001788227615,0.0161229457480299,0.357529934114351,-4.65614987913653e-07,"District of Columbia, DC",90,574404,"15.7",6
"3106",2008,11001,0.00373754082655073,0.0339470762867228,0.534404130895033,0.527165602458802,0.00095297153082035,0.0863824761376942,0.472834397541198,57936,0.854273080412887,0.0320326848959081,0.0199701605013576,0.374955435063607,0.00235183826526453,"District of Columbia, DC",77,580236,"13.3",6.8
"3107",2009,11001,0.00306008268059908,0.0287964619774304,0.532169223406047,0.530316497597793,0.000898847174301309,0.088425549939382,0.469683502402207,59290,0.865338018233757,0.0293501118139203,0.0184255332631821,0.38729973968452,0.00265469025787409,"District of Columbia, DC",58,592228,"9.8",10
"3108",2010,11001,0.0031880063462337,0.035655377672044,0.511571619298771,0.527293271768028,0.000385472485040193,0.0914148825466992,0.472706728231972,60903,0.847199037807737,0.0278350839519367,0.0195052386207033,0.401859201625271,0.00356073341041563,"District of Columbia, DC",90,601723,"15.0",10
"3109",2011,11001,0.00316506902957301,0.0364241839753008,0.501370559032745,0.527047100628483,0,0.0950556314280351,0.472952899371517,63124,0.847958562838594,0.0395148188661415,0.0206473828309568,0.398877986265283,0.0033128405152411,"District of Columbia, DC",94,617996,"15.2",10.2
"3110",2012,11001,0.00357095977846765,0.0345677762788954,0.49535443120051,0.527083468417249,8.53993923991378e-05,0.0991993016227466,0.472916531582751,66583,0.841046427221531,0.0449153359912576,0.0250995140141984,0.396406583344272,0.00297089748074032,"District of Columbia, DC",85,632323,"13.4",9
"3111",2013,11001,0.00196767262382647,0.0355217503623642,0.488057062506091,0.526417397196067,0.000160878893771976,0.101415579573949,0.473582602803933,67572,0.837909873787414,0.0335386086141366,0.0322453898142003,0.408508637185609,0.00323578144722674,"District of Columbia, DC",113,646449,"17.5",8.4
"3112",2014,11001,0.00282139892213151,0.037805834938298,0.487705894583794,0.525517800310521,0.000261043902424218,0.103743703454127,0.474482199689479,71648,0.8419728241156,0.043706641290771,0.0253925902991836,0.402306596063397,0.00325438745152012,"District of Columbia, DC",106,658893,"16.1",7.7
"3113",2015,11001,0.00247088785352589,0.038594048447848,0.47428997304486,0.524409872840762,0.000706605496944489,0.105810826088768,0.475590127159238,75628,0.839410140607056,0.0517636873203734,0.0318002225435418,0.400374575292907,0.00337685983860318,"District of Columbia, DC",130,672228,"19.3",6.9
"3114",2016,11001,0.00294199685834667,0.0388096950834593,0.470593243977274,0.524948250803764,6.01905544871324e-05,0.109256132830277,0.475051749196236,75506,0.846866421010908,0.0545120894930781,0.0260360849714462,0.407046699061908,0.00303273454456196,"District of Columbia, DC",276,681170,"40.5",6.2
"3115",2017,11001,0.0024352567538748,0.0410664983601644,0.45854875989233,0.525805075709106,0.000435176058976443,0.110272460560368,0.474194924290894,82372,0.831413947536788,0.0578063668274801,0.0296971635743229,0.410010778532851,-0.895535888763809,"District of Columbia, DC",322,693972,"46.4",6.1
"3116",2018,11001,0.00275035411521023,0.0392025111928878,0.455227737008065,0.524228598273199,0.000565160757628603,0.112817191136799,0.475771401726801,85203,0.836640069470642,0.0439843121623449,0.0358272060131966,0.422442718750667,0.00288774332655241,"District of Columbia, DC",266,702455,"37.9",5.7
"3117",2019,11001,0.00267233818255499,0.0406971883771709,0.454416513519679,0.526240915679654,0.000269217526344352,0.112613691269842,0.473759084320346,92266,0.858367493258935,0.0437379294905129,0.0330443259572454,0.425162486946492,0.00294082778605147,"District of Columbia, DC",319,705749,"45.2",5.4
"3118",2009,35013,0.0116219921615743,0.00975200926271322,0.0215629375202864,0.500254337052306,0,NA,0.499745662947694,35717,0.805817293950654,0.0550482271496325,0.0151245767104772,0.886890257195316,0.0265094709873081,"Dona Ana County, NM",35,205401,"17.0",6.9
"3119",2010,35013,0.0112521255070344,0.0106584084583306,0.0124015617133249,0.509945947999886,2.84984183377823e-05,NA,0.490054052000114,35230,0.802306471990805,0.0467469055467422,0.0187377100570918,0.900174790299138,0.0250401599689175,"Dona Ana County, NM",41,209233,"19.6",7.4
"3120",2011,35013,0.0118353168100825,0.0125094804258467,0.016526371969775,0.507706064663527,0.000126405677955786,NA,0.492293935336473,36101,0.817844736373936,0.0450753284206781,0.0139046245751365,0.900022472120525,0.0271848899305842,"Dona Ana County, NM",37,213598,"17.3",7.3
"3121",2005,55027,0.00214171848570768,0.00184966596492936,0.00676588339803108,0.495710478601068,0,NA,0.504289521398932,50086,0.981442496075544,0.00755685897513903,0.00532995850420434,0.976355914671989,NA,NA,NA,NA,NA,NA
"3122",2006,55027,0.00713619455401594,0.00220266792533405,0.0287695402492611,0.47624827214187,0,NA,0.52375172785813,49266,0.97032017351629,0.00935010058100986,0.0145533416495286,0.937988155040851,NA,NA,NA,NA,NA,NA
"3123",2007,55027,0.00297313922493336,0.0029275738728271,0.0290365206297132,0.474756794933133,0,NA,0.525243205066867,51269,0.976613583031463,0.00703984690041692,0.0105142049985191,0.94750871437359,0.190600290731352,"Dodge County, WI",10,89007,"Unreliable",5
"3124",2008,55027,0.0024001274001274,0.00921375921375921,0.0254800254800255,0.471698971698972,0,NA,0.528301028301028,52397,0.964851214851215,0.0103398853398853,0.0104308854308854,0.942135317135317,0.195900349030006,"Dodge County, WI",11,89239,"Unreliable",5.1
"3125",2009,55027,0.00439686265529284,0.00389305547604053,0.030766588423885,0.475926031945955,0,NA,0.524073968054045,49883,0.971134138661476,0.000881662563691533,0.00827846796816855,0.951783362912922,0.174023071539098,"Dodge County, WI",17,88677,"Unreliable",10.1
"3126",2010,55027,0.00197187542254473,0.00694100148735746,0.0267048271510344,0.474095190877541,0,NA,0.525904809122459,50797,0.973531797899671,0.00180285752918376,0.0136791815026818,0.948900256907198,0.175149198792239,"Dodge County, WI",12,88759,"Unreliable",8.9
"3127",2011,55027,0.00243624592549148,0.0037558791351327,0.0232345676227428,0.483245169804085,0,NA,0.516754830195915,51948,0.969569483764,0.00585375757097258,0.019884729475192,0.944834820270468,0.188722250427268,"Dodge County, WI",10,88661,"Unreliable",7.6
"3128",2012,55027,0.00456936040264661,0.00734038341910309,0.0289996041395691,0.47619747780354,0,NA,0.52380252219646,50781,0.976474580105186,0.00956851213029463,0.00730645252502403,0.942215687383363,NA,NA,NA,NA,NA,NA
"3129",2013,55027,0.00837634700715385,0.00863669292764647,0.0189712940324187,0.480598569229376,0,NA,0.519401430770624,51151,0.974599293670198,0.00685954903558816,0.014115276645839,0.943040840351354,0.186561327157219,"Dodge County, WI",14,88344,"Unreliable",6.8
"3130",2014,55027,0.00383859823424481,0.0047305078239664,0.0181768916386298,0.481145708672974,0,NA,0.518854291327026,53139,0.981642468444465,0.0116738546300269,0.023765439067898,0.937814708605234,0.189900091370046,"Dodge County, WI",10,88574,"Unreliable",5.3
"3131",2015,55027,0.0070732864794016,0.00905064292332377,0.0227113511559061,0.479401595444171,0,NA,0.520598404555829,55832,0.977051366070823,0.0107116223362184,0.0216266299066688,0.928826467198481,0.197667549603641,"Dodge County, WI",22,88502,"24.9",4.3
"3132",2016,55027,0.00119226052595721,0.00121497025026116,0.017986101648726,0.471260843893355,0,NA,0.528739156106645,55856,0.979686151610119,0.00169187446064405,0.00969705227778535,0.968217740836626,0.186176926987666,"Dodge County, WI",26,88068,"29.5",3.6
"3133",2017,55027,0.00220991957715353,0.00558175563301665,0.0342081880937735,0.470792609299888,0.00029617478869068,NA,0.529207390700112,56421,0.96836625430023,0.0095573326042877,0.0156516984484998,0.932494930854578,0.193489356265073,"Dodge County, WI",22,87786,"25.1",2.9
"3134",2018,55027,0.0033239609776088,0.00898152469634706,0.0320101995514929,0.478103976231402,0.000443953692214874,NA,0.521896023768598,63077,0.971222694002072,0.0199665327216638,0.0121688845378897,0.923104943822783,0.191572691672788,"Dodge County, WI",23,87847,"26.2",2.6
"3135",2019,55027,0.00462209269231207,0.00598822846343879,0.0302712917952162,0.492822094969205,0.000705836815082139,NA,0.507177905030795,61300,0.96942132765628,0.00351779961065131,0.0148681109757625,0.940026639647537,0.189037342925492,"Dodge County, WI",20,87839,"22.8",3
"3136",2005,35013,0.0114509829484651,0.00875120186431563,0.0116791334626186,0.510714925932565,0,NA,0.489285074067435,29630,0.813106703822608,0.106459375628093,0.0170732634758188,0.844586042620689,0.0346254387771787,"Dona Ana County, NM",28,189199,"14.8",5.8
"3137",2006,35013,0.0121977636573692,0.0108052071298894,0.0216877785113055,0.507612642350223,0.000299141772569731,NA,0.492387357649777,33952,0.790590443967651,0.0870605710513286,0.0138275705561974,0.85412196732134,0.032265535111861,"Dona Ana County, NM",33,193701,"17.0",4.7
"3138",2007,35013,0.00412493523348643,0.0109411391863817,0.0276370660643591,0.501209813321529,0.000945716858409083,NA,0.498790186678471,35334,0.789638363909835,0.0802501119265963,0.0146435200788768,0.861457510651891,0.0296799718149866,"Dona Ana County, NM",30,197853,"15.2",4
"3139",2008,35013,0.0131148842031121,0.00886891564113629,0.0225691085946142,0.507919028982704,0,NA,0.492080971017296,36035,0.810364925125122,0.043888235790142,0.0114085603884863,0.900150295382509,0.0309591856224732,"Dona Ana County, NM",35,200855,"17.4",4.6
"3140",2012,35013,0.0129963393877218,0.0121336473221572,0.0167735316747884,0.504814754365921,0,NA,0.495185245634079,37566,0.832693697684721,0.0440625801487561,0.0209983911958777,0.893035510270699,0.025568861215022,"Dona Ana County, NM",39,214445,"18.2",7.2
"3141",2013,35013,0.0123208095193479,0.00685842780848871,0.0167384990162091,0.507842218682657,0.000210812330178956,NA,0.492157781317343,36343,0.809608357537712,0.0384943314906774,0.028080202379837,0.897296917455261,0.0236096295876259,"Dona Ana County, NM",30,213460,"14.1",7.5
"3142",2014,35013,0.0110213594413973,0.0121773151874801,0.0192394091989741,0.506898294614276,0,NA,0.493101705385724,39502,0.825394522548157,0.0558789943653007,0.0167449783784796,0.884937943428368,0.0221543842707956,"Dona Ana County, NM",38,213676,"17.8",7.2
"3143",2015,35013,0.0104435474462773,0.01145150376817,0.0169066007139691,0.507925989873772,0,NA,0.492074010126228,39902,0.829361394339579,0.05123311323176,0.0180265521827387,0.891938682657085,0.0220784427132922,"Dona Ana County, NM",42,214295,"19.6",7.4
"3144",2016,35013,0.0120350875554954,0.0109286811355371,0.0168015050862017,0.507364371845925,0.000322118324797976,NA,0.492635628154075,37496,0.809786795016036,0.0403908369007549,0.0113441670907113,0.908177603906502,0.0227361873562681,"Dona Ana County, NM",27,214207,"12.6",7.2
"3145",2017,35013,0.00916137471646125,0.00957421641254482,0.0215187935745133,0.505842405800194,0.000528808464646371,NA,0.494157594199806,37144,0.813256393247951,0.0832270304621508,0.0220336860269321,0.853956090342751,0.0216947722949973,"Dona Ana County, NM",38,215579,"17.6",6.7
"3146",2018,35013,0.0121826757753239,0.00958064011916036,0.019956602090823,0.508265830582654,0.000335598238339111,NA,0.491734169417346,35262,0.80065924366271,0.0529877437684464,0.0210967166539476,0.88386002335396,0.023014365324314,"Dona Ana County, NM",34,217522,"15.6",5.7
"3147",2019,35013,0.0134283553701964,0.0143678819404661,0.0177868420449598,0.509544215037008,0.00104951992483787,NA,0.490455784962992,43038,0.82897866587227,0.135502646715094,0.0198125529915901,0.798052201012855,0.0267870347449618,"Dona Ana County, NM",41,218195,"18.8",5.9
"3148",2005,45035,0.00576199435559737,0.0152507417323974,0.241370576742167,0.515920109993487,0.0013206454880961,NA,0.484079890006513,50128,0.951398436934655,0.0048483971343802,0.0165261596352848,0.714921484912078,NA,NA,NA,NA,NA,NA
"3149",2006,45035,0.0013952041956984,0.0170450247522672,0.255919111776028,0.512006320443103,0,NA,0.487993679556897,50332,0.949386026105447,0.0139604468015364,0.0085813462880004,0.70309886618647,NA,NA,NA,NA,NA,NA
"3150",2007,45035,0.00187846645884782,0.0127768106554391,0.26427270151006,0.507007813448848,0,NA,0.492992186551152,53915,0.958115056070604,0.00672037569329177,0.0156268976964495,0.698724747985912,NA,NA,NA,NA,NA,NA
"3151",2008,45035,0.00379917094696106,0.0144573006221831,0.245380821659207,0.51492531443449,0,NA,0.48507468556551,62003,0.943917000306765,0.000401154696262969,0.0274594322481181,0.708502119827268,0.0748919460707059,"Dorchester County, SC",16,130593,"Unreliable",6
"3152",2009,45035,0.0018709217356633,0.01215332356978,0.261829362736453,0.519962888273768,0.00120383078893089,NA,0.480037111726232,52138,0.947928567594715,0.00950029520691321,0.0181494743783402,0.695292791583919,NA,NA,NA,NA,NA,NA
"3153",2010,45035,0.00749221682330007,0.0158500392795833,0.255557333643691,0.511827518985132,0,NA,0.488172481014868,50908,0.943662893886933,0.00105472955279467,0.0370610142861299,0.682984666414501,0.0593019616144193,"Dorchester County, SC",11,136555,"Unreliable",9.7
"3154",2011,45035,0.00389660165232944,0.0114555829997445,0.253193935780598,0.516828492746217,0.00401726144848536,NA,0.483171507253783,50266,0.936618118842802,0.0163955370070692,0.0300229963376203,0.681018084774153,0.061793337995149,"Dorchester County, SC",15,140892,"Unreliable",8.9
"3155",2012,45035,0.00948096788681788,0.0167934538513362,0.247122726251965,0.512491578710981,0.000371940264989894,NA,0.487508421289019,53637,0.923829440826409,0.00560015719739501,0.03329216258702,0.687338591960476,0.0619985580104657,"Dorchester County, SC",17,142496,"Unreliable",7.7
"3156",2013,45035,0.00399595590005296,0.0186317461845843,0.265418131048096,0.507905940287626,0.000612117168854928,NA,0.492094059712374,54582,0.934482829769528,0.0190306540024897,0.0197528147073186,0.672558580988604,0.0622026791668372,"Dorchester County, SC",16,145397,"Unreliable",6.4
"3157",2014,45035,0.00401430601674424,0.0194047242185237,0.252746364560952,0.508099333867676,0,NA,0.491900666132324,56277,0.942850022563633,0.00284234419306387,0.0361961082784958,0.68479615273222,0.0625073984273922,"Dorchester County, SC",15,148469,"Unreliable",5.7
"3158",2015,45035,0.0026692375293485,0.0232099056913128,0.2666679783313,0.51024410078831,0,NA,0.48975589921169,54521,0.932790304175029,0.0148873935912066,0.0165400910295256,0.676025393827306,0.0636700264462547,"Dorchester County, SC",33,152478,"21.6",5.4
"3159",2016,45035,0.00701033341353814,0.0182281674936432,0.245576271517106,0.509939976458806,0,NA,0.490060023541194,57637,0.941829840088962,0.020634311615173,0.0380300833046113,0.670520832655928,0.0621448687225594,"Dorchester County, SC",23,153773,"15.0",4.5
"3160",2017,45035,0.00375824512962111,0.0170335429769392,0.264790100731196,0.510616403333845,0,NA,0.489383596666155,64148,0.944470010737843,0.015295035025822,0.0228754410185611,0.676247635117861,0.0671670649360951,"Dorchester County, SC",30,156456,"19.2",3.8
